idx,gnn_in_dim,gnn_hidden_dim,gnn_out_dim,gnn_num_layers,mlp_in_dim,mlp_hidden_dim,mlp_out_dim,mlp_num_layers,gnn_p_in,gnn_p_hidden,gnn_p_out,mlp_p_in,mlp_p_hidden,mlp_p_out,conv,gnn_skip_connections,median_nodes,median_edges,median_degree,runtime_synth,bram,dsp,build_idx,vitis_tool_runtime,latency_pred,bram_pred,sklearn_latency_infrence_time,sklearn_bram_infrence_time
260616,11,256,64,3,192,64,19,2,1,4,4,4,2,1,sage,True,12,24,1,0.0003780948599999,346,96,260616,570.04,378.25858499995303,330.3114862914863,0.0017136602222222223,0.0017281695555555554
260956,11,256,64,3,192,128,19,2,1,8,2,2,4,1,sage,True,12,24,1,0.00024267708,400,214,260956,555.68,264.3432809999946,444.32857142857137,0.001716894,0.0017232556666666667
261326,11,256,64,3,192,256,19,3,1,2,8,2,8,1,sage,True,12,24,1,0.00095842395,504,206,261326,609.99,957.107823,472.95476190476194,0.0017121003333333332,0.0017197327777777778
26139,11,128,64,2,192,256,19,3,1,8,2,4,2,1,gcn,True,12,24,1,0.00026627346,298,68,26139,443.8,248.99341567499332,302.44333333333327,0.0017208876666666667,0.001717784
261434,11,256,64,3,192,256,19,4,1,4,8,2,8,1,sage,True,12,24,1,0.00039876084,662,330,261434,681.47,392.6284784999663,658.8880952380953,0.0017286695555555555,0.0017176023333333333
263417,11,256,64,4,192,64,19,1,1,2,2,4,8,1,sage,False,12,24,1,0.00177954534,416,78,263417,449.26,1817.86171305,415.30595238095236,0.001729692888888889,0.0017218802222222222
264050,11,256,64,4,192,128,19,4,1,8,4,8,8,1,sage,False,12,24,1,0.00029216421,836,610,264050,821.5,292.16420999999997,835.9,0.0017098053333333332,0.0017319545555555555
264601,11,256,128,1,384,64,19,3,1,8,2,2,4,1,sage,True,12,24,1,0.00011863791,170,58,264601,272.63,130.9623541714209,164.81666666666666,0.0017135274444444444,0.0017414466666666668
264765,11,256,128,1,384,128,19,1,1,8,2,4,2,1,sage,True,12,24,1,0.00013002651,164,24,264765,305.57,136.76120824284948,191.05,0.0017153426666666667,0.0017089793333333332
266307,11,256,128,1,384,256,19,4,1,8,2,8,2,1,sage,False,12,24,1,0.00032709924,352,44,266307,263.23,316.1282552999834,327.9,0.001714103,0.0017104076666666667
266652,11,256,128,2,384,128,19,1,1,2,2,2,2,1,sage,True,12,24,1,0.00057104838,238,28,266652,290.97,527.0349874499959,229.8379487179487,0.001722746,0.0017096212222222223
268055,11,256,128,2,384,256,19,2,1,2,8,8,8,1,sage,False,12,24,1,0.00027865107,422,182,268055,382.23,285.13716074999746,424.34,0.001736011888888889,0.0017199835555555556
270809,11,256,128,4,384,128,19,4,1,2,8,8,8,1,sage,True,12,24,1,0.00171385443,718,326,270809,708.7,1778.41365615,703.2166666666667,0.0017174606666666668,0.0017327264444444445
272107,11,256,128,4,384,256,19,4,1,4,2,2,4,1,sage,False,12,24,1,0.00083617299,804,158,272107,698.47,810.94349475,708.46,0.001715402,0.0017278652222222223
273083,11,256,256,1,768,256,19,4,1,4,2,4,8,1,sage,True,12,24,1,0.00022646664,604,246,273083,419.29,222.884114999999,604.0,0.0017081233333333334,0.001719912111111111
273273,11,256,256,1,768,64,19,2,1,8,2,8,2,1,sage,False,12,24,1,0.00019337643,186,36,273273,294.41,199.48556659999792,186.00833333333333,0.001720242888888889,0.0017174934444444444
273339,11,256,256,1,768,64,19,3,1,4,8,2,2,1,sage,False,12,24,1,0.00015293691,164,40,273339,244.13,145.7048159999958,160.48333333333332,0.0017255513333333332,0.0017150224444444444
273568,11,256,256,1,768,128,19,2,1,4,2,4,4,1,sage,False,12,24,1,0.0002052279,268,50,273568,218.11,222.40121689999586,263.69642857142856,0.001722577111111111,0.0017179772222222223
274228,11,256,256,2,768,64,19,2,1,4,4,8,4,1,sage,True,12,24,1,0.0003380749199999,364,102,274228,402.09,384.39464877689386,307.03131313131314,0.001713258,0.001730471888888889
275027,11,256,256,2,768,256,19,4,1,4,2,4,8,1,sage,True,12,24,1,0.00057542067,766,266,275027,438.98,513.498981449991,757.3,0.001713469111111111,0.0017216965555555555
275307,11,256,256,2,768,64,19,3,1,8,4,8,2,1,sage,False,12,24,1,0.00025957017,364,116,275307,454.33,302.2437234697675,365.42909090909086,0.001718924888888889,0.001717933
275678,11,256,256,2,768,128,19,4,1,4,2,8,8,1,sage,False,12,24,1,0.00054153126,642,298,275678,586.54,479.6018740269134,643.1,0.001702107111111111,0.0017142192222222223
276600,11,256,256,3,768,128,19,3,1,8,4,4,2,1,sage,True,12,24,1,0.0003937092299999,560,236,276600,587.79,401.847500249945,533.4582936507936,0.0017346536666666668,0.0017141937777777777
277005,11,256,256,3,768,256,19,4,1,8,4,4,2,1,sage,True,12,24,1,0.0005949444599999,648,240,277005,613.42,564.4298384999099,599.2458333333334,0.0017345886666666668,0.0017062153333333332
277596,11,256,256,3,768,128,19,4,1,2,4,2,2,1,sage,False,12,24,1,0.00140223636,476,56,277596,437.99,1371.6921014999996,450.74761904761897,0.001716548888888889,0.0017326233333333334
277771,11,256,256,3,768,256,19,2,1,2,8,4,4,1,sage,False,12,24,1,0.00115419132,594,90,277771,441.6,1154.9487284999998,535.99,0.0017087297777777777,0.0017388216666666667
279216,11,256,256,4,768,64,19,4,1,2,4,2,2,1,sage,False,12,24,1,0.00204060735,534,64,279216,549.06,1997.7490012499998,470.0150793650793,0.0017081206666666668,0.0017177365555555554
30435,11,128,64,4,192,64,19,4,1,8,2,8,2,1,gcn,False,12,24,1,0.00022464513,372,216,30435,689.38,218.6065634999975,374.12833333333333,0.0017160534444444445,0.001718715111111111
32003,11,128,128,1,384,256,19,4,1,2,2,8,8,1,gcn,True,12,24,1,0.00013972014,453,288,32003,418.31,146.685324239487,450.55,0.0017289056666666667,0.001712625111111111
32026,11,128,128,1,384,256,19,4,1,4,2,4,4,1,gcn,True,12,24,1,0.0001910421,441,92,32026,352.29,177.3000954894845,427.55,0.0017247117777777778,0.0017135783333333333
32063,11,128,128,1,384,256,19,4,1,8,4,4,8,1,gcn,True,12,24,1,0.00011755566,461,258,32063,481.33,136.90918793948282,453.75,0.0019213927777777778,0.0017320716666666667
32606,11,128,128,1,384,128,19,3,1,4,4,8,8,1,gcn,False,12,24,1,8.788203e-05,319,226,32606,341.61,115.67272629999373,321.3833333333333,0.0017179594444444446,0.0017212083333333333
32652,11,128,128,1,384,128,19,4,1,2,4,2,2,1,gcn,False,12,24,1,0.00017599716,191,44,32652,294.53,140.77365157141912,195.675,0.0017052126666666668,0.001713313111111111
33021,11,128,128,1,384,256,19,4,1,8,2,2,2,1,gcn,False,12,24,1,0.0003861334799999,255,42,33021,309.0,344.67069381425017,269.15,0.001719877888888889,0.0017172674444444445
33479,11,128,128,2,384,128,19,2,1,2,8,8,8,1,gcn,True,12,24,1,0.00016808841,291,180,33479,517.19,195.47549396091694,308.235,0.001715904111111111,0.001709739
33494,11,128,128,2,384,128,19,2,1,4,4,4,8,1,gcn,True,12,24,1,0.0001525306499999,295,150,33494,432.65,193.18404424031866,308.235,0.0017445274444444444,0.0017203647777777778
34516,11,128,128,2,384,128,19,3,1,2,4,2,4,1,gcn,False,12,24,1,0.000243756,251,80,34516,446.24,218.95316078376095,252.6769963369963,0.0017127615555555555,0.0017224863333333332
34788,11,128,128,2,384,256,19,2,1,4,4,4,2,1,gcn,False,12,24,1,0.00026041599,259,60,34788,446.8,278.7107490288299,278.76197843092575,0.0017082016666666667,0.001739413
34791,11,128,128,2,384,256,19,2,1,4,4,8,2,1,gcn,False,12,24,1,0.00024166143,319,68,34791,448.1,278.7107490288299,287.1619784309258,0.0017142767777777778,0.001715591
36220,11,128,128,3,384,64,19,4,1,2,4,4,4,1,gcn,False,12,24,1,0.0004191138,279,112,36220,541.64,464.7596322856837,292.11180375180373,0.0017111666666666668,0.0017137836666666667
36702,11,128,128,3,384,256,19,2,1,2,4,2,2,1,gcn,False,12,24,1,0.00056444832,265,54,36702,420.49,531.3407900356979,335.8129670329671,0.001733706111111111,0.001715033111111111
36,11,64,64,1,192,64,19,1,1,4,4,2,2,1,gcn,True,12,24,1,6.630363000000001e-05,108,32,36,259.98,77.00591207467532,117.67,0.0017263884444444445,0.0017083594444444446
37152,11,128,128,4,384,64,19,3,1,8,2,2,2,1,gcn,True,12,24,1,0.0002864133,391,200,37152,721.16,259.9815402692307,398.8428571428571,0.001720313111111111,0.0017307545555555555
37733,11,128,128,4,384,256,19,2,1,8,4,4,8,1,gcn,True,12,24,1,0.00023623353,583,306,37733,694.95,240.15619832486567,608.5821428571428,0.0017072733333333332,0.0017205645555555555
38662,11,128,128,4,384,256,19,2,1,2,8,8,4,1,gcn,False,12,24,1,0.00059666607,435,112,38662,535.34,593.63196825,405.6925396825397,0.001710139,0.0017237504444444446
38795,11,128,128,4,384,256,19,3,1,8,8,4,8,1,gcn,False,12,24,1,0.00024290685,689,402,38795,688.6,243.89916729545286,683.78,0.001717151888888889,0.0017159853333333333
4116,11,64,64,3,192,64,19,3,1,8,4,4,2,1,gcn,True,12,24,1,0.0001090208699999,286,278,4116,732.1,115.29241757138489,331.0783333333333,0.001723474111111111,0.0017150647777777778
41457,11,128,256,2,768,128,19,4,1,8,4,4,2,1,gcn,True,12,24,1,0.00027400239,303,88,41457,417.56,251.15608693564553,315.1733333333333,0.0017341893333333333,0.001713210111111111
42073,11,128,256,2,768,64,19,4,1,4,2,8,4,1,gcn,False,12,24,1,0.0003420576,299,122,42073,403.88,300.5840493120616,285.1056364395838,0.0017133183333333333,0.0017312584444444444
42176,11,128,256,2,768,128,19,1,1,8,2,2,8,1,gcn,False,12,24,1,0.00027796176,315,74,42176,330.8,266.61978800711285,305.24333333333334,0.0017210287777777778,0.001734686888888889
42322,11,128,256,2,768,128,19,3,1,4,4,4,4,1,gcn,False,12,24,1,0.00025292682,345,98,42322,411.49,271.2493181692037,307.98011695906433,0.0017140247777777777,0.0017171554444444445
42648,11,128,256,2,768,256,19,3,1,4,4,8,2,1,gcn,False,12,24,1,0.00039857103,391,72,42648,429.55,330.442188543649,319.4513471177945,0.0017140864444444444,0.001719517
43187,11,128,256,3,768,128,19,2,1,2,4,4,8,1,gcn,True,12,24,1,0.00053415198,425,148,43187,449.08,520.9133390356792,405.87666666666667,0.0017292036666666667,0.0017126282222222223
43760,11,128,256,3,768,64,19,1,1,2,8,2,8,1,gcn,False,12,24,1,0.0004343019299999,285,76,43760,465.78,464.7596322856837,303.2595238095238,0.001733915888888889,0.0017146367777777778
43863,11,128,256,3,768,64,19,2,1,4,4,8,2,1,gcn,False,12,24,1,0.00030039597,287,88,43863,554.21,307.64684010083977,313.5426767676768,0.001726717,0.001736298111111111
44377,11,128,256,3,768,128,19,4,1,8,4,8,4,1,gcn,False,12,24,1,0.00025573734,477,218,44377,629.35,254.42781542635893,451.1861904761905,0.001713233111111111,0.0017406494444444445
44391,11,128,256,3,768,256,19,1,1,2,2,4,2,1,gcn,False,12,24,1,0.00080480439,283,50,44391,485.27,750.5174867999926,351.21280830280836,0.0017212767777777778,0.0017280757777777777
45572,11,128,256,4,768,256,19,3,1,4,8,4,8,1,gcn,True,12,24,1,0.00033442524,685,270,45572,780.06,311.35318464545287,626.4901515151515,0.0017200917777777777,0.0017126764444444446
4664,11,64,64,3,192,256,19,2,1,4,8,2,8,1,gcn,True,12,24,1,0.00012141846,356,296,4664,667.0,131.90590649998651,385.09761904761905,0.0017275424444444445,0.0017201474444444446
47093,11,256,64,1,192,128,19,2,1,4,2,4,8,1,gcn,True,12,24,1,7.5258e-05,206,128,47093,305.65,74.62785552272729,223.10714285714283,0.0017282212222222222,0.0017190626666666667
47823,11,256,64,1,192,64,19,3,1,4,2,8,2,1,gcn,False,12,24,1,8.345313000000001e-05,114,50,47823,275.68,82.22348509415585,119.82000000000001,0.0017129965555555556,0.001729722888888889
47989,11,256,64,1,192,128,19,1,1,4,4,2,4,1,gcn,False,12,24,1,6.728264999999999e-05,130,38,47989,249.93,74.03389187987014,132.44333333333333,0.0017299256666666667,0.0017252436666666668
48041,11,256,64,1,192,128,19,2,1,2,2,8,8,1,gcn,False,12,24,1,7.419240000000001e-05,238,160,48041,336.26,75.11690302272727,233.10714285714283,0.0017225227777777777,0.001712179
48901,11,256,64,2,192,64,19,4,1,8,2,4,4,1,gcn,True,12,24,1,0.00017518464,226,118,48901,408.65,167.3068922999983,234.04365079365078,0.0017173934444444446,0.0017287083333333332
49129,11,256,64,2,192,128,19,3,1,4,4,8,4,1,gcn,True,12,24,1,0.00020614365,222,114,49129,456.48,193.5011939999975,241.70412128806865,0.0017368876666666666,0.001712992
49718,11,256,64,2,192,64,19,2,1,8,4,2,8,1,gcn,False,12,24,1,0.0001663335,266,154,49718,389.48,167.3068922999983,274.31666666666666,0.0017348562222222223,0.001718638888888889
5088,11,64,64,3,192,64,19,3,1,8,4,4,2,1,gcn,False,12,24,1,0.00010901421,284,278,5088,687.52,115.29108557140486,330.87833333333333,0.0017247426666666668,0.0017391912222222224
51267,11,256,64,3,192,256,19,1,1,8,8,4,2,1,gcn,True,12,24,1,0.00029023281,380,176,51267,485.26,323.04718499999467,387.10333333333335,0.0017168635555555554,0.0017363957777777777
51420,11,256,64,3,192,256,19,3,1,8,4,4,2,1,gcn,True,12,24,1,0.00041607351,424,152,51420,600.48,393.809962499993,387.10333333333335,0.0017184243333333332,0.001716359
51780,11,256,64,3,192,64,19,4,1,2,8,4,2,1,gcn,False,12,24,1,0.00098818749,248,74,51780,458.86,1055.3464304999998,293.9551370851371,0.0017035073333333333,0.0017136684444444446
52114,11,256,64,3,192,128,19,4,1,4,2,4,4,1,gcn,False,12,24,1,0.00045045576,340,126,52114,577.47,436.56982649999327,363.5414285714286,0.001741397111111111,0.0017218587777777777
52523,11,256,64,4,192,64,19,1,1,4,2,8,8,1,gcn,True,12,24,1,0.00063643626,414,150,52523,620.82,694.90736925,418.8434523809524,0.0017235266666666667,0.0017100783333333332
52747,11,256,64,4,192,64,19,4,1,2,4,8,4,1,gcn,True,12,24,1,0.00171269559,378,136,52747,590.09,1759.5391606499998,366.86093073593076,0.0017115414444444446,0.0017373537777777778
52796,11,256,64,4,192,64,19,4,1,8,4,2,8,1,gcn,True,12,24,1,0.00035701596,618,418,52796,739.37,384.78816,622.6171428571428,0.001721318111111111,0.001721126888888889
52911,11,256,64,4,192,128,19,2,1,2,8,2,2,1,gcn,True,12,24,1,0.00173308518,344,70,52911,571.3,1794.15870645,351.6826984126984,0.0017163853333333333,0.0017143015555555554
53215,11,256,64,4,192,256,19,1,1,8,8,8,4,1,gcn,True,12,24,1,0.00036284679,482,270,53215,620.21,340.59589650000004,475.6933333333333,0.001718741,0.001715690888888889
54856,11,256,128,1,384,128,19,2,1,2,8,2,4,1,gcn,True,12,24,1,9.466524e-05,195,58,54856,397.83,86.70368175000002,215.61999999999998,0.0017235255555555556,0.0017167663333333332
54917,11,256,128,1,384,128,19,2,1,8,8,8,8,1,gcn,True,12,24,1,7.275383999999999e-05,253,166,54917,395.25,80.70330242142856,247.20214285714286,0.0017425597777777778,0.0017248304444444445
56964,11,256,128,2,384,128,19,4,1,2,8,4,2,1,gcn,True,12,24,1,0.00034321311,297,66,56964,455.3,331.91944274999753,272.7860382599857,0.001707967,0.0017169286666666667
57177,11,256,128,2,384,256,19,2,1,8,8,2,2,1,gcn,True,12,24,1,0.0003294702,289,108,57177,340.89,308.59615512498897,292.99555555555554,0.0017203857777777778,0.0017410506666666668
599,11,64,64,1,192,128,19,4,1,4,2,4,8,1,gcn,True,12,24,1,8.217774000000001e-05,354,256,599,413.19,86.5488729090898,353.35,0.001720236,0.0017114674444444445
60238,11,256,128,3,384,256,19,4,1,8,2,2,4,1,gcn,False,12,24,1,0.00042274683,553,178,60238,634.37,406.6485872142828,508.11,0.0017141022222222223,0.0017178442222222222
60299,11,256,128,4,384,64,19,1,1,4,2,8,8,1,gcn,True,12,24,1,0.00074320938,433,150,60299,680.42,694.90736925,438.00059523809523,0.0017369062222222223,0.0017090414444444445
60350,11,256,128,4,384,64,19,2,1,2,2,4,8,1,gcn,True,12,24,1,0.00198116685,419,152,60350,657.84,1836.7362085499997,450.4039610389611,0.0017294245555555556,0.0017177105555555554
60476,11,256,128,4,384,64,19,3,1,4,8,4,8,1,gcn,True,12,24,1,0.00062736867,555,270,60476,669.38,694.90736925,544.0306277056277,0.001727212,0.0017380964444444445
60701,11,256,128,4,384,128,19,2,1,4,2,4,8,1,gcn,True,12,24,1,0.00075210381,513,182,60701,632.06,694.90736925,471.5564610389612,0.0017224783333333333,0.0017283116666666667
60821,11,256,128,4,384,128,19,3,1,8,4,8,8,1,gcn,True,12,24,1,0.00037279017,601,402,60821,866.22,390.96839421428285,604.0571428571428,0.0017124932222222222,0.0017169952222222222
60841,11,256,128,4,384,128,19,4,1,2,4,2,4,1,gcn,True,12,24,1,0.00184333815,439,112,60841,630.8,1813.0332019500001,418.9605555555556,0.001712788111111111,0.0017150095555555555
61412,11,256,128,4,384,64,19,3,1,2,4,4,8,1,gcn,False,12,24,1,0.00180623196,489,220,61412,593.76,1813.0332019500001,515.1818181818182,0.0017325966666666668,0.0017179007777777778
61453,11,256,128,4,384,64,19,3,1,8,2,2,4,1,gcn,False,12,24,1,0.00042431526,447,230,61453,648.59,398.4072812142828,474.8945238095238,0.0017289254444444444,0.001715115
62339,11,256,256,1,768,64,19,2,1,4,8,4,8,1,gcn,True,12,24,1,0.00010456866,261,134,62339,312.79,108.91289475,254.96642857142857,0.0017182552222222223,0.0017287667777777778
62343,11,256,256,1,768,64,19,2,1,8,2,2,2,1,gcn,True,12,24,1,0.00022321656,141,34,62343,368.95,210.2276470999979,147.43333333333334,0.001712839,0.001738316
62754,11,256,256,1,768,128,19,3,1,8,2,8,2,1,gcn,True,12,24,1,0.00023775534,281,50,62754,298.8,232.0257493999959,261.975,0.0017082477777777777,0.001711034
64956,11,256,256,2,768,256,19,2,1,8,8,4,2,1,gcn,True,12,24,1,0.0003507888599999,331,112,64956,387.36,366.1405511428205,317.84416666666664,0.0017178105555555555,0.0017080183333333333
65182,11,256,256,2,768,64,19,1,1,8,2,4,4,1,gcn,False,12,24,1,0.00037271358,279,70,65182,397.17,356.806291469765,287.28909090909093,0.0017213672222222223,0.0017149236666666667
6520,11,64,64,4,192,256,19,1,1,4,4,4,4,1,gcn,True,12,24,1,0.00014001651,303,295,6520,741.49,136.80081224999236,325.25947496947504,0.001736015111111111,0.001718722111111111
65244,11,256,256,2,768,64,19,2,1,4,4,4,2,1,gcn,False,12,24,1,0.00036208755,273,60,65244,364.21,384.39464877689386,289.8658745348219,0.001717612111111111,0.0017217303333333332
65436,11,256,256,2,768,64,19,4,1,8,4,8,2,1,gcn,False,12,24,1,0.00026809164,297,96,65436,406.86,302.2437234697675,302.43242424242425,0.0017220982222222222,0.0017346255555555556
67969,11,256,256,3,768,256,19,4,1,2,4,2,4,1,gcn,False,12,24,1,0.00141930594,555,104,67969,550.76,1381.9338495000002,542.2542857142857,0.0017107734444444444,0.0017111155555555556
68275,11,256,256,4,768,64,19,3,1,8,8,2,4,1,gcn,True,12,24,1,0.00040504455,529,278,68275,667.05,401.63538321428285,497.2778571428572,0.001716825,0.0017268002222222223
68416,11,256,256,4,768,128,19,1,1,4,8,8,4,1,gcn,True,12,24,1,0.00067635963,545,138,68416,598.57,694.90736925,493.95555555555546,0.001732803111111111,0.0017247535555555554
68430,11,256,256,4,768,128,19,1,1,8,4,4,2,1,gcn,True,12,24,1,0.00047408544,487,212,68430,623.83,453.991387499975,465.9095238095239,0.0017207227777777778,0.0017194563333333332
6922,11,64,64,4,192,64,19,2,1,4,4,2,4,1,gcn,False,12,24,1,0.0001295037,267,303,6922,753.22,135.08871257142155,280.61944444444447,0.0017100037777777778,0.0017352252222222224
69386,11,256,256,4,768,128,19,1,1,4,8,4,8,1,gcn,False,12,24,1,0.00067447152,545,142,69386,567.86,694.90736925,513.6038095238096,0.0017196444444444446,0.0017263767777777777
69950,11,256,256,4,768,256,19,4,1,4,8,2,8,1,gcn,False,12,24,1,0.00073408185,765,318,69950,790.75,699.81639975,741.1083333333333,0.001712726888888889,0.0017133726666666666
70693,11,64,64,1,192,256,19,1,1,8,2,8,4,1,gin,True,12,24,1,0.00014933385,164,48,70693,222.39,146.02219275,169.345,0.0017100537777777777,0.0017090985555555556
72591,11,64,64,2,192,256,19,1,1,2,4,8,2,1,gin,True,12,24,1,0.00022032279,209,43,72591,458.3,226.91413649999836,238.3210260499734,0.0017284847777777777,0.001715002111111111
73019,11,64,64,2,192,64,19,2,1,4,4,2,8,1,gin,False,12,24,1,0.00011810844,259,135,73019,450.17,125.44308134999774,280.01666666666665,0.0017331626666666666,0.001713220888888889
73267,11,64,64,2,192,128,19,1,1,4,4,8,4,1,gin,False,12,24,1,0.00012020301,195,83,73267,399.37,127.64567654999216,223.23769271664008,0.001714388111111111,0.001731372
7361,11,64,64,4,192,128,19,3,1,8,4,8,8,1,gcn,False,12,24,1,0.00012210777,579,591,7361,921.42,127.05747407141823,604.0571428571428,0.0017165663333333333,0.001732505
74708,11,64,64,3,192,256,19,3,1,2,8,8,8,1,gin,True,12,24,1,0.00027700605,410,242,74708,779.02,301.32473659999994,432.47142857142865,0.0017120147777777777,0.0017183447777777779
7492,11,64,64,4,192,256,19,1,1,4,4,4,4,1,gcn,False,12,24,1,0.00014000319,299,295,7492,698.79,136.7994802499924,320.4928083028083,0.001710509,0.001717871111111111
76731,11,64,64,4,192,256,19,4,1,2,8,8,2,1,gin,True,12,24,1,0.00052383564,419,81,76731,997.07,447.50778499999996,447.0333333333333,0.0017336873333333332,0.001717410888888889
76733,11,64,64,4,192,256,19,4,1,2,8,8,8,1,gin,True,12,24,1,0.00034391574,523,315,76733,1058.52,357.8235146,531.9666666666666,0.0017378662222222222,0.0017227365555555554
77050,11,64,64,4,192,64,19,4,1,2,8,2,4,1,gin,False,12,24,1,0.00032287014,301,111,77050,937.1,333.40229359999995,303.6194444444444,0.0017087475555555556,0.0017282865555555554
7722,11,64,64,4,192,256,19,4,1,4,2,2,2,1,gcn,False,12,24,1,0.00038127834,381,285,7722,798.08,371.7663059999999,400.3456654456654,0.001721315111111111,0.001725358888888889
77786,11,64,128,1,384,64,19,1,1,2,8,8,8,1,gin,True,12,24,1,0.00010187469,179,90,77786,293.83,110.12805245,183.03333333333336,0.0017150302222222222,0.0017217994444444446
77805,11,64,128,1,384,64,19,1,1,4,8,2,2,1,gin,True,12,24,1,0.00012291363,137,24,77805,302.8,121.62274994999709,146.925,0.00171449,0.0017134804444444444
78024,11,64,128,1,384,64,19,4,1,2,8,4,2,1,gin,True,12,24,1,0.00012903084,157,40,78024,378.53,123.5550398,152.54166666666669,0.0017276066666666668,0.001711943111111111
78337,11,64,128,1,384,128,19,4,1,2,4,2,4,1,gin,True,12,24,1,0.0001867797,237,74,78337,331.53,167.73513113948047,219.2414285714286,0.001742087111111111,0.0017141693333333334
78407,11,64,128,1,384,128,19,4,1,8,8,8,8,1,gin,True,12,24,1,0.00011534454,403,282,78407,390.13,140.77505788234902,393.83333333333337,0.001719302111111111,0.0017282707777777778
79179,11,64,128,1,384,128,19,2,1,4,4,8,2,1,gin,False,12,24,1,0.00017909406,187,36,79179,267.98,173.05068085713532,195.15,0.001709966,0.0017389196666666668
79342,11,64,128,1,384,128,19,4,1,4,4,8,4,1,gin,False,12,24,1,0.00017207442,235,98,79342,393.04,170.92182771426997,219.2414285714286,0.0017096575555555554,0.0017205404444444446
799,11,64,64,1,192,256,19,2,1,8,4,8,4,1,gcn,True,12,24,1,8.800524000000001e-05,234,78,799,314.75,92.28247397272727,230.07333333333335,0.0017130784444444444,0.0017161616666666667
8013,11,64,128,1,384,64,19,3,1,8,8,4,2,1,gcn,True,12,24,1,8.798193000000001e-05,149,48,8013,386.36,91.85491028571302,152.54166666666669,0.0017265801111111111,0.0017120894444444445
80432,11,64,128,2,384,256,19,1,1,8,8,8,8,1,gin,True,12,24,1,0.00013047273,414,219,80432,517.29,139.45380342856382,410.18999999999994,0.001734585,0.001724472888888889
80971,11,64,128,2,384,64,19,4,1,4,8,8,4,1,gin,False,12,24,1,0.0001335663,276,147,80971,571.21,133.1670218999955,274.3978514467989,0.001722873,0.001735734
81612,11,64,128,2,384,256,19,4,1,4,8,2,2,1,gin,False,12,24,1,0.00040580712,346,81,81612,577.54,373.3961010692275,346.6,0.0017179932222222223,0.0017362744444444445
81739,11,64,128,3,384,64,19,2,1,2,4,2,4,1,gin,True,12,24,1,0.0002738259,233,62,81739,649.43,301.9541066,256.3226984126984,0.0017170353333333332,0.001722874888888889
82673,11,64,128,3,384,64,19,1,1,4,8,8,8,1,gin,False,12,24,1,0.0001469229299999,321,168,82673,684.09,140.26437299998375,333.7966666666666,0.0017167954444444445,0.0017210684444444444
82946,11,64,128,3,384,128,19,1,1,2,2,2,8,1,gin,False,12,24,1,0.00032494473,251,54,82946,625.89,316.0243556,297.71190476190475,0.001728422888888889,0.0017148045555555554
83927,11,64,128,4,384,128,19,1,1,2,4,2,8,1,gin,True,12,24,1,0.00033087213,294,67,83927,887.3,337.8201490999999,335.50619047619045,0.001738799,0.001720361888888889
84247,11,64,128,4,384,256,19,1,1,2,2,8,4,1,gin,True,12,24,1,0.00039081213,350,75,84247,749.19,383.8854266000001,387.3575396825397,0.001715916888888889,0.0017327294444444445
84910,11,64,128,4,384,128,19,1,1,2,8,4,4,1,gin,False,12,24,1,0.00033241725,296,71,84910,817.03,343.8809711,315.4411111111111,0.0017062143333333333,0.001735998
8498,11,64,128,1,384,256,19,1,1,8,8,2,8,1,gcn,True,12,24,1,9.017973e-05,245,54,8498,248.25,105.21845399999918,244.08333333333331,0.0017178733333333333,0.0017152925555555555
85910,11,64,256,1,768,128,19,1,1,4,8,4,8,1,gin,True,12,24,1,0.00017388927,265,58,85910,253.85,173.50049249999915,260.6,0.0017149076666666666,0.0017132
86861,11,64,256,1,768,128,19,1,1,4,2,2,8,1,gin,False,12,24,1,0.0004678883099999,259,36,86861,213.48,386.9262466249363,259.4,0.0017311982222222222,0.0017092404444444445
87323,11,64,256,1,768,256,19,3,1,2,2,4,8,1,gin,False,12,24,1,0.00048855429,537,180,87323,373.36,469.7748548999981,531.5666666666666,0.0017344866666666667,0.0017169285555555555
87336,11,64,256,1,768,256,19,3,1,2,8,2,2,1,gin,False,12,24,1,0.00046430523,245,32,87336,349.78,452.800512899998,245.05,0.0017238254444444446,0.0017241235555555555
88827,11,64,256,2,768,128,19,1,1,4,8,8,2,1,gin,False,12,24,1,0.0001852812,328,81,88827,410.64,190.1702524821382,304.1762280701754,0.0017139985555555555,0.001743214888888889
89381,11,64,256,2,768,256,19,4,1,4,4,2,8,1,gin,False,12,24,1,0.00026488152,534,263,89381,565.85,253.63055999999915,525.9666666666666,0.0017188404444444445,0.001721965111111111
91655,11,64,256,4,768,64,19,4,1,4,4,8,8,1,gin,True,12,24,1,0.00024568407,602,377,91655,1052.5,238.93785629999667,587.9095238095238,0.0017066457777777779,0.001721063111111111
93474,11,128,64,1,192,64,19,3,1,2,2,2,2,1,gin,True,12,24,1,0.00015804513,120,26,93474,242.27,152.70682549999998,119.82000000000001,0.0017366402222222222,0.001720205
94155,11,128,64,1,192,256,19,3,1,4,2,8,2,1,gin,True,12,24,1,0.00028655649,246,38,94155,313.78,281.5982809499951,245.95,0.001726173888888889,0.0017188133333333332
94538,11,128,64,1,192,64,19,4,1,2,4,2,8,1,gin,False,12,24,1,9.86679e-05,338,230,94538,318.96,104.70563029999498,346.6,0.0017103062222222222,0.0017303085555555554
