idx,gnn_in_dim,gnn_hidden_dim,gnn_out_dim,gnn_num_layers,mlp_in_dim,mlp_hidden_dim,mlp_out_dim,mlp_num_layers,gnn_p_in,gnn_p_hidden,gnn_p_out,mlp_p_in,mlp_p_hidden,mlp_p_out,conv,gnn_skip_connections,median_nodes,median_edges,median_degree,runtime_synth,bram,dsp,build_idx,vitis_tool_runtime,latency_pred,bram_pred,sklearn_latency_infrence_time,sklearn_bram_infrence_time
95536,11,128,64,2,192,64,19,4,1,4,4,2,4,1,gin,True,12,24,1,0.0001851147,246,107,95536,399.77,200.20609865356056,240.22031746031743,0.0017115957777777777,0.0017384735555555555
96400,11,128,64,2,192,64,19,3,1,2,4,2,4,1,gin,False,12,24,1,0.00034383915,206,69,96400,315.28,320.4287901428496,215.43055555555557,0.001704428888888889,0.001717466111111111
96978,11,128,64,2,192,256,19,2,1,2,8,4,2,1,gin,False,12,24,1,0.0004311484199999,272,47,96978,318.81,420.05382014995223,278.2769784309258,0.002034759111111111,0.0017299303333333333
9738,11,64,128,2,384,64,19,1,1,2,8,2,2,1,gcn,True,12,24,1,0.00013032621,172,113,9738,417.89,137.8952334,212.8629487179487,0.0017209166666666668,0.001713302111111111
97900,11,128,64,3,192,256,19,1,1,4,8,8,4,1,gin,True,12,24,1,0.00023083227,328,132,97900,455.33,242.7305681249987,380.9973015873016,0.0017430186666666668,0.0017231543333333333
98566,11,128,64,3,192,128,19,1,1,8,4,8,4,1,gin,False,12,24,1,0.00016446537,446,280,98566,515.74,162.29369662499872,444.32857142857137,0.0017219213333333333,0.0017228536666666669
98839,11,128,64,3,192,256,19,1,1,2,8,2,4,1,gin,False,12,24,1,0.00047719233,280,54,98839,383.46,514.9479770356992,328.3951892551893,0.0017227574444444445,0.0017385084444444445
99295,11,128,64,4,192,64,19,2,1,8,4,8,4,1,gin,True,12,24,1,0.00019621692,640,425,99295,676.4,207.49483912499878,626.6589285714285,0.0017199336666666668,0.0017177354444444445
99813,11,128,64,4,192,256,19,1,1,2,8,4,2,1,gin,True,12,24,1,0.00059976963,332,61,99813,474.88,593.94232425,331.0035225885226,0.001713966888888889,0.0017231224444444445
99855,11,128,64,4,192,256,19,1,1,8,4,2,2,1,gin,True,12,24,1,0.00024676299,630,379,99855,688.36,220.43489999999997,621.542261904762,0.00174119,0.001717810888888889
