idx,gnn_in_dim,gnn_hidden_dim,gnn_out_dim,gnn_num_layers,mlp_in_dim,mlp_hidden_dim,mlp_out_dim,mlp_num_layers,gnn_p_in,gnn_p_hidden,gnn_p_out,mlp_p_in,mlp_p_hidden,mlp_p_out,conv,gnn_skip_connections,median_nodes,median_edges,median_degree,runtime_synth,bram,dsp
135746,11,256,256,2,768,128,19,4,1,8,4,8,8,1,gin,False,12,24,1,0.00025580727000000004,629,379
135909,11,256,256,2,768,256,19,2,1,8,8,2,2,1,gin,False,12,24,1,0.00046909044,379,157
136141,11,256,256,3,768,64,19,1,1,8,2,8,4,1,gin,True,12,24,1,0.00036871091999999997,493,264
136272,11,256,256,3,768,64,19,3,1,4,2,4,2,1,gin,True,12,24,1,0.00053280333,337,90
136344,11,256,256,3,768,64,19,4,1,2,8,4,2,1,gin,True,12,24,1,0.0009105019200000001,347,64
136384,11,256,256,3,768,64,19,4,1,8,2,8,4,1,gin,True,12,24,1,0.00037589373,553,312
136572,11,256,256,3,768,128,19,3,1,2,2,8,2,1,gin,True,12,24,1,0.000969696,437,56
136795,11,256,256,3,768,256,19,1,1,8,4,4,4,1,gin,True,12,24,1,0.00035466165000000004,575,264
13996,11,64,128,4,384,128,19,1,1,8,4,2,4,1,gcn,True,12,24,1,0.00015794523000000002,432,403
141359,11,64,64,1,192,128,19,2,1,2,4,4,8,1,pna,False,12,24,1,0.00014925392999999999,250,150
142101,11,64,64,2,192,64,19,3,1,4,2,2,2,1,pna,True,12,24,1,0.00046561725,289,104
142277,11,64,64,2,192,128,19,1,1,4,4,4,8,1,pna,True,12,24,1,0.00030702267,321,150
144029,11,64,64,3,192,64,19,3,1,2,4,2,8,1,pna,True,12,24,1,0.00111212676,504,256
144289,11,64,64,3,192,128,19,2,1,4,2,2,4,1,pna,True,12,24,1,0.0006235191900000001,468,182
144511,11,64,64,3,192,256,19,1,1,2,2,8,4,1,pna,True,12,24,1,0.00139378482,356,124
14480,11,64,128,4,384,256,19,3,1,8,2,8,8,1,gcn,True,12,24,1,0.00019303677,632,575
145966,11,64,64,4,192,64,19,3,1,2,2,4,4,1,pna,True,12,24,1,0.00195759045,427,168
146791,11,64,64,4,192,64,19,1,1,2,8,2,4,1,pna,False,12,24,1,0.00161246925,489,200
147263,11,64,64,4,192,128,19,3,1,2,2,4,8,1,pna,False,12,24,1,0.00196081389,557,284
147764,11,64,128,1,384,64,19,1,1,2,8,2,8,1,pna,True,12,24,1,0.00015554430000000002,251,122
150815,11,64,128,2,384,64,19,2,1,8,8,2,8,1,pna,False,12,24,1,0.00024873102,616,394
150930,11,64,128,2,384,64,19,4,1,4,2,2,2,1,pna,False,12,24,1,0.00077277312,326,108
151797,11,64,128,3,384,64,19,3,1,2,2,4,2,1,pna,True,12,24,1,0.0019576737,345,106
151949,11,64,128,3,384,64,19,4,1,8,8,2,8,1,pna,True,12,24,1,0.00038915379000000003,1007,730
152216,11,64,128,3,384,128,19,4,1,2,4,8,8,1,pna,True,12,24,1,0.00140335191,633,368
152586,11,64,128,3,384,256,19,4,1,8,4,2,2,1,pna,True,12,24,1,0.00069368895,855,452
152615,11,64,128,3,384,64,19,1,1,2,4,2,8,1,pna,False,12,24,1,0.00139355172,377,128
153829,11,64,128,4,384,64,19,4,1,2,4,2,4,1,pna,True,12,24,1,0.00197650152,516,192
154341,11,64,128,4,384,256,19,2,1,4,4,2,2,1,pna,True,12,24,1,0.00093232008,722,248
156880,11,64,256,1,768,128,19,1,1,8,4,2,4,1,pna,False,12,24,1,0.00050572044,277,58
157521,11,64,256,2,768,64,19,1,1,8,2,4,2,1,pna,True,12,24,1,0.00085798449,534,208
157842,11,64,256,2,768,128,19,1,1,8,2,2,2,1,pna,True,12,24,1,0.00092319921,504,204
158044,11,64,256,2,768,128,19,4,1,2,4,4,4,1,pna,True,12,24,1,0.0014252666400000002,508,144
158284,11,64,256,2,768,256,19,3,1,2,4,2,4,1,pna,True,12,24,1,0.0015113171699999998,520,120
158553,11,64,256,2,768,64,19,2,1,4,4,2,2,1,pna,False,12,24,1,0.00080038548,438,120
158686,11,64,256,2,768,64,19,4,1,2,2,8,4,1,pna,False,12,24,1,0.0024874533900000003,376,144
159023,11,64,256,2,768,128,19,4,1,2,8,2,8,1,pna,False,12,24,1,0.00086874372,742,348
161417,11,64,256,4,768,64,19,1,1,8,4,2,8,1,pna,True,12,24,1,0.00073104489,1198,666
162606,11,64,256,4,768,64,19,4,1,4,4,4,2,1,pna,False,12,24,1,0.0011133522,774,260
162685,11,64,256,4,768,128,19,1,1,4,4,2,4,1,pna,False,12,24,1,0.00111844377,760,250
163287,11,64,256,4,768,256,19,4,1,8,8,2,2,1,pna,False,12,24,1,0.00093076164,1290,740
163608,11,128,64,1,192,64,19,4,1,8,4,8,2,1,pna,True,12,24,1,0.00016282701,164,76
165000,11,128,64,1,192,256,19,2,1,2,2,4,2,1,pna,False,12,24,1,0.00033705927,230,46
16538,11,64,256,1,768,64,19,1,1,2,4,4,8,1,gcn,False,12,24,1,0.00012636351000000002,181,66
165767,11,128,64,2,192,128,19,3,1,4,4,4,8,1,pna,True,12,24,1,0.00054840105,587,278
165778,11,128,64,2,192,128,19,3,1,4,8,8,4,1,pna,True,12,24,1,0.00041910381,531,242
166223,11,128,64,2,192,64,19,1,1,2,4,2,8,1,pna,False,12,24,1,0.00102137427,333,100
166859,11,128,64,2,192,128,19,4,1,8,8,8,8,1,pna,False,12,24,1,0.00024507468,849,570
167800,11,128,64,3,192,128,19,4,1,4,8,4,4,1,pna,True,12,24,1,0.00099983583,802,306
168728,11,128,64,3,192,128,19,4,1,2,2,4,8,1,pna,False,12,24,1,0.0037809785700000003,664,322
169062,11,128,64,3,192,256,19,4,1,2,4,8,2,1,pna,False,12,24,1,0.00343854135,640,135
170039,11,128,64,4,192,256,19,4,1,2,8,2,8,1,pna,True,12,24,1,0.0053101278899999995,1011,406
170500,11,128,64,4,192,128,19,1,1,8,8,4,4,1,pna,False,12,24,1,0.00056355921,1537,742
170888,11,128,64,4,192,256,19,2,1,8,2,4,8,1,pna,False,12,24,1,0.000789876,1579,718
172239,11,128,128,1,384,64,19,3,1,4,2,8,2,1,pna,False,12,24,1,0.00046242378000000003,173,58
17287,11,64,256,1,768,256,19,2,1,4,2,8,4,1,gcn,False,12,24,1,0.00022419225,445,76
173118,11,128,128,2,384,64,19,2,1,2,8,4,2,1,pna,True,12,24,1,0.00104560668,468,146
173326,11,128,128,2,384,64,19,4,1,8,4,4,4,1,pna,True,12,24,1,0.00046913040000000003,724,294
174344,11,128,128,2,384,128,19,1,1,4,2,4,8,1,pna,False,12,24,1,0.00137584611,410,130
174457,11,128,128,2,384,128,19,2,1,8,4,2,4,1,pna,False,12,24,1,0.00048608010000000004,718,254
174658,11,128,128,2,384,256,19,1,1,2,8,4,4,1,pna,False,12,24,1,0.00105655239,568,152
174802,11,128,128,2,384,256,19,3,1,2,2,4,4,1,pna,False,12,24,1,0.00271792269,552,113
175322,11,128,128,3,384,128,19,1,1,4,4,2,8,1,pna,True,12,24,1,0.00140444082,725,198
175679,11,128,128,3,384,256,19,1,1,8,4,8,8,1,pna,True,12,24,1,0.0006287905799999999,1243,506
175778,11,128,128,3,384,256,19,3,1,2,2,8,8,1,pna,True,12,24,1,0.00488361816,703,290
176117,11,128,128,3,384,64,19,3,1,2,8,4,8,1,pna,False,12,24,1,0.0032393907,759,329
17625,11,64,256,2,768,64,19,2,1,4,8,4,2,1,gcn,True,12,24,1,0.0001493505,240,139
176727,11,128,128,3,384,256,19,2,1,8,4,4,2,1,pna,False,12,24,1,0.00073629297,1219,448
176953,11,128,128,4,384,64,19,1,1,4,8,4,4,1,pna,True,12,24,1,0.00169619877,1118,322
177343,11,128,128,4,384,128,19,2,1,4,2,8,4,1,pna,True,12,24,1,0.00252848232,918,270
1778,11,64,64,1,192,256,19,2,1,8,8,4,8,1,gcn,False,12,24,1,6.707952000000001e-05,250,134
178373,11,128,128,4,384,128,19,3,1,2,4,2,8,1,pna,False,12,24,1,0.00599996403,816,287
179470,11,128,256,1,768,128,19,4,1,8,2,2,4,1,pna,True,12,24,1,0.00091633941,295,92
180172,11,128,256,1,768,128,19,1,1,4,2,2,4,1,pna,False,12,24,1,0.00089700876,229,44
181955,11,128,256,2,768,64,19,3,1,4,2,2,8,1,pna,False,12,24,1,0.00249733683,578,242
183654,11,128,256,3,768,256,19,4,1,4,2,2,2,1,pna,True,12,24,1,0.00342086571,771,172
184667,11,128,256,3,768,256,19,4,1,8,4,4,8,1,pna,False,12,24,1,0.0009750473100000001,1651,666
185488,11,128,256,4,768,256,19,2,1,8,8,8,4,1,pna,True,12,24,1,0.0008471819699999999,2242,774
18595,11,64,256,2,768,64,19,2,1,4,8,2,4,1,gcn,False,12,24,1,0.00014468184,256,153
18698,11,64,256,2,768,64,19,3,1,8,4,4,8,1,gcn,False,12,24,1,0.00014927391,394,297
187250,11,256,64,1,192,128,19,4,1,8,2,4,8,1,pna,True,12,24,1,0.00025399575,382,264
187363,11,256,64,1,192,256,19,2,1,2,4,2,4,1,pna,True,12,24,1,0.00018949365,276,74
187720,11,256,64,1,192,64,19,2,1,4,4,8,4,1,pna,False,12,24,1,0.00014601717000000002,186,98
187967,11,256,64,1,192,128,19,1,1,4,8,2,8,1,pna,False,12,24,1,9.933390000000001e-05,234,122
187986,11,256,64,1,192,128,19,1,1,8,4,4,2,1,pna,False,12,24,1,0.00015820164,166,56
188324,11,256,64,1,192,256,19,1,1,8,8,8,8,1,pna,False,12,24,1,0.00010071918000000001,264,170
189219,11,256,64,2,192,256,19,1,1,2,2,4,2,1,pna,True,12,24,1,0.0031499069399999998,368,71
189604,11,256,64,2,192,64,19,1,1,8,4,2,4,1,pna,False,12,24,1,0.00056073204,750,238
19079,11,64,256,2,768,128,19,4,1,4,4,8,8,1,gcn,False,12,24,1,0.00017454861,518,373
192358,11,256,64,3,192,256,19,3,1,8,4,2,4,1,pna,False,12,24,1,0.0012153567600000001,1750,478
192519,11,256,64,4,192,64,19,1,1,8,4,2,2,1,pna,True,12,24,1,0.00175255902,2362,648
193111,11,256,64,4,192,256,19,1,1,2,2,8,4,1,pna,True,12,24,1,0.020571607800000002,726,155
194059,11,256,64,4,192,128,19,4,1,8,4,2,4,1,pna,False,12,24,1,0.00177285537,2446,702
194679,11,256,128,1,384,64,19,4,1,4,4,2,2,1,pna,True,12,24,1,0.00028686285000000005,201,64
195066,11,256,128,1,384,256,19,1,1,2,8,2,2,1,pna,True,12,24,1,0.00024643332,251,104
195270,11,256,128,1,384,256,19,3,1,8,2,8,2,1,pna,True,12,24,1,0.00060564042,349,58
196907,11,256,128,2,384,128,19,3,1,8,8,4,8,1,pna,True,12,24,1,0.0005778149400000001,1273,474
196911,11,256,128,2,384,128,19,4,1,2,2,2,2,1,pna,True,12,24,1,0.00536735727,405,79
198197,11,256,128,2,384,256,19,3,1,8,4,8,8,1,pna,False,12,24,1,0.00086872374,1021,426
19830,11,64,256,3,768,128,19,1,1,8,4,4,2,1,gcn,True,12,24,1,0.00020946698999999998,341,270
198520,11,256,128,3,384,64,19,3,1,8,4,8,4,1,pna,True,12,24,1,0.0014416968600000002,1615,502
198707,11,256,128,3,384,128,19,2,1,2,4,4,8,1,pna,True,12,24,1,0.01185515631,679,210
200399,11,256,128,4,384,64,19,3,1,2,2,4,8,1,pna,True,12,24,1,0.02271637422,859,287
201752,11,256,128,4,384,128,19,3,1,8,2,8,8,1,pna,False,12,24,1,0.00259122618,2437,814
201799,11,256,128,4,384,128,19,4,1,4,2,2,4,1,pna,False,12,24,1,0.0071658569699999996,1425,281
201979,11,256,128,4,384,256,19,2,1,4,8,2,4,1,pna,False,12,24,1,0.00556565211,1685,332
20259,11,64,256,3,768,256,19,3,1,2,4,2,2,1,gcn,True,12,24,1,0.00056699577,301,184
203432,11,256,256,1,768,64,19,4,1,4,4,4,8,1,pna,False,12,24,1,0.00047159793,501,278
203760,11,256,256,1,768,128,19,4,1,4,8,2,2,1,pna,False,12,24,1,0.00040664295,343,116
20400,11,64,256,3,768,256,19,4,1,8,4,8,2,1,gcn,True,12,24,1,0.00040653639,537,290
205106,11,256,256,2,768,64,19,1,1,2,4,4,8,1,pna,False,12,24,1,0.0052908705,479,117
205141,11,256,256,2,768,64,19,1,1,4,8,4,4,1,pna,False,12,24,1,0.00161600238,815,195
205151,11,256,256,2,768,64,19,1,1,8,2,4,8,1,pna,False,12,24,1,0.0025249991400000003,707,238
20645,11,64,256,3,768,64,19,3,1,8,4,8,8,1,gcn,False,12,24,1,0.00016784532,495,460
206468,11,256,256,3,768,128,19,1,1,8,8,8,8,1,pna,True,12,24,1,0.00145847673,2009,586
20665,11,64,256,3,768,64,19,4,1,2,4,2,4,1,gcn,False,12,24,1,0.0002927736,303,230
206984,11,256,256,3,768,256,19,4,1,4,2,2,8,1,pna,True,12,24,1,0.00715234383,1281,372
207983,11,256,256,3,768,256,19,4,1,8,2,2,8,1,pna,False,12,24,1,0.00318404277,1799,622
208642,11,256,256,4,768,128,19,4,1,8,4,4,4,1,pna,True,12,24,1,0.00264069999,2607,710
209098,11,256,256,4,768,64,19,2,1,4,4,2,4,1,pna,False,12,24,1,0.00716437845,1501,269
210667,11,64,64,1,192,256,19,1,1,8,4,4,4,1,sage,True,12,24,1,7.2261e-05,168,38
210903,11,64,64,1,192,256,19,4,1,8,2,8,2,1,sage,True,12,24,1,0.00028092879,284,44
211376,11,64,64,1,192,128,19,2,1,4,8,2,8,1,sage,False,12,24,1,5.831496e-05,228,114
21225,11,64,256,3,768,256,19,3,1,2,2,4,2,1,gcn,False,12,24,1,0.00059341599,333,184
212302,11,64,64,2,192,128,19,2,1,2,2,2,4,1,sage,True,12,24,1,0.00014419233000000003,185,50
212812,11,64,64,2,192,256,19,4,1,2,8,8,4,1,sage,True,12,24,1,0.00015750567,437,130
21302,11,64,256,3,768,256,19,3,1,8,8,8,8,1,gcn,False,12,24,1,0.00016432884,729,492
21319,11,64,256,3,768,256,19,4,1,2,4,8,4,1,gcn,False,12,24,1,0.00035318979,657,254
214908,11,64,64,3,192,64,19,2,1,2,4,8,2,1,sage,False,12,24,1,0.00016565085,190,60
21602,11,64,256,4,768,64,19,3,1,8,2,2,8,1,gcn,True,12,24,1,0.00025777863,574,527
217268,11,64,64,4,192,128,19,3,1,2,8,8,8,1,sage,False,12,24,1,0.0002091906,449,262
217274,11,64,64,4,192,128,19,3,1,4,2,4,8,1,sage,False,12,24,1,0.00014759892000000002,453,266
217433,11,64,64,4,192,256,19,1,1,4,2,2,8,1,sage,False,12,24,1,0.00015154830000000001,339,122
217651,11,64,64,4,192,256,19,4,1,2,2,4,4,1,sage,False,12,24,1,0.00031682619,477,106
218882,11,64,128,1,384,64,19,3,1,2,8,2,8,1,sage,False,12,24,1,7.333658999999999e-05,300,178
219271,11,64,128,1,384,128,19,4,1,2,2,4,4,1,sage,False,12,24,1,0.00013584401999999998,232,82
219898,11,64,128,2,384,64,19,3,1,8,4,2,4,1,sage,True,12,24,1,0.00010697625,281,134
22022,11,64,256,4,768,128,19,4,1,8,4,8,8,1,gcn,True,12,24,1,0.00020054925,740,655
220500,11,64,128,2,384,256,19,3,1,2,8,2,2,1,sage,True,12,24,1,0.00032718582,283,60
22073,11,64,256,4,768,256,19,1,1,4,4,4,8,1,gcn,True,12,24,1,0.00022765545000000002,514,315
22176,11,64,256,4,768,256,19,2,1,8,4,2,2,1,gcn,True,12,24,1,0.0004232097,454,401
221793,11,64,128,3,384,64,19,3,1,2,4,8,2,1,sage,True,12,24,1,0.00020939706,218,64
221899,11,64,128,3,384,64,19,4,1,4,4,4,4,1,sage,True,12,24,1,0.00013668651,322,150
223146,11,64,128,3,384,128,19,3,1,8,8,2,2,1,sage,False,12,24,1,0.00017316,510,296
223415,11,64,128,3,384,256,19,3,1,2,4,8,8,1,sage,False,12,24,1,0.00021872105999999999,462,238
223627,11,64,128,4,384,64,19,1,1,8,4,4,4,1,sage,True,12,24,1,0.00012730257,569,366
226084,11,64,256,1,768,128,19,4,1,2,4,4,4,1,sage,True,12,24,1,0.00016440876,310,86
227631,11,64,256,2,768,64,19,3,1,2,8,4,2,1,sage,True,12,24,1,0.00018482832,245,64
228296,11,64,256,2,768,256,19,3,1,4,4,2,8,1,sage,True,12,24,1,0.0002188809,459,202
228625,11,64,256,2,768,64,19,3,1,4,4,8,4,1,sage,False,12,24,1,0.00016662321,283,118
231899,11,64,256,4,768,128,19,3,1,8,8,4,8,1,sage,True,12,24,1,0.00015906411000000001,899,578
232098,11,64,256,4,768,256,19,2,1,4,2,8,2,1,sage,True,12,24,1,0.00039056904000000006,483,120
233302,11,128,64,1,192,64,19,1,1,2,8,4,4,1,sage,True,12,24,1,5.129865e-05,126,46
233492,11,128,64,1,192,64,19,3,1,4,8,4,8,1,sage,True,12,24,1,5.250411e-05,294,194
234023,11,128,64,1,192,256,19,2,1,2,4,4,8,1,sage,True,12,24,1,7.256403e-05,246,122
234865,11,128,64,1,192,128,19,4,1,4,8,2,4,1,sage,False,12,24,1,8.064594e-05,212,86
234951,11,128,64,1,192,256,19,1,1,4,8,8,2,1,sage,False,12,24,1,7.504155e-05,182,44
235166,11,128,64,1,192,256,19,4,1,2,8,4,8,1,sage,False,12,24,1,8.409582e-05,406,258
235189,11,128,64,1,192,256,19,4,1,4,8,2,4,1,sage,False,12,24,1,0.00013541778,392,86
236224,11,128,64,2,192,64,19,1,1,4,2,2,4,1,sage,False,12,24,1,0.00013630355999999998,160,46
236774,11,128,64,2,192,128,19,4,1,2,4,2,8,1,sage,False,12,24,1,0.00016569081,404,246
23715,11,128,64,1,192,128,19,1,1,8,4,2,2,1,gcn,True,12,24,1,8.058267e-05,128,32
237491,11,128,64,3,192,64,19,4,1,8,8,8,8,1,sage,True,12,24,1,0.00011898090000000001,724,546
23958,11,128,64,1,192,128,19,4,1,8,4,2,2,1,gcn,True,12,24,1,0.00013316004,188,44
240099,11,128,64,4,192,64,19,1,1,2,4,8,2,1,sage,False,12,24,1,0.00054647964,270,64
